貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2014-04-23 13:43:56+00:00,211037402285285_673352922720395,"夜了，你還像星星一樣在發亮嗎？
_
www.facebook.com/ashin555",,130538,1566
2014-04-22 13:11:09+00:00,211037402285285_672861172769570,"花了5年，從1天唱到60天，
超犀利趴5  希望大家聽到更多的樂團！
ps.終於找到適合的圖片了。●▂● 
_
http://www.ettoday.net/news/20140422/349238.htm#ixzz2zc1L61fV
五月天花五年｜超犀利趴音樂季從1天唱到60天
ETtoday 新聞雲｜記者蕭采薇 台北報導",,68969,651
2014-04-20 13:20:11+00:00,211037402285285_671769222878765,"晚安。（你也期待明天嗎？）
_
www.facebook.com/ashin555",,158631,1460
2014-04-19 12:10:32+00:00,211037402285285_671283839593970,我們當然不會輕易相信，世界上會有所謂烏托邦，但如果世界上再也沒有人願意相信，那會是個怎麼樣的世界？ 所以我們選擇相信，堅持初衷，全力以赴，不出惡言，讓音樂漸漸融化凍結的心，就算最後只能推進往烏托邦前進一公分，那也是一公分的距離。: ),五月天 阿信 shared 五月天 Mayday's photo.,61766,71
2014-04-18 13:15:05+00:00,211037402285285_670789839643370,"影片感想：
1.  一個月衝完歐洲北美10場很瘋狂但很過癮  
2.  外國女孩坐在爸爸肩上看演唱會畫面有點感人  
3.  我的帽子有安裝導航大家不用擔心好嗎 ●▂● ",五月天 阿信 shared 五月天 Mayday's photo.,65154,113
2014-04-17 15:30:32+00:00,211037402285285_670402116348809,"把路走寬並不容易，
平假名片假名五十音漸漸熟悉，單字與文法正在學習中，
但不知不覺，也完成了第四首日文單曲，專為富士電視台的日劇量身創作的 "" Do You Ever Shine？ ""  
獻給每個默默付出等待發光一秒的人。",五月天 阿信 shared 五月天 Mayday's photo.,62443,91
2014-04-16 23:38:35+00:00,211037402285285_670115029710851,這幾天，和公司討論第三屆的 Just Love It 2014 慈善演唱會， 從1999出道以來，我們成長改變了很多，這份力量來自你們，希望能讓這份力量走向光明面，幫助更多需要幫助的人。,五月天 阿信 shared their photo.,60554,91
2014-04-15 12:45:57+00:00,211037402285285_669396653116022,"N小編，如果是便當，我就不會給瑪莎了！●▂●
ps. 我最喜歡CF第55秒那個功能。

HTC one M8 http://youtu.be/3SdqwS8V2IY",五月天 阿信 shared 五月天 Mayday's photo.,62027,84
2014-04-14 12:15:24+00:00,211037402285285_668932053162482,"誰不是呢？ : )

-
http://youtu.be/pF8xLl305q4",,105029,2399
2014-04-12 11:55:09+00:00,211037402285285_668011409921213,"團員的冷笑話，搭配四月的風景，
短暫休息的片刻總是能為大家充滿電力。
-
這幾天，五月天前進東京，和福山雅治先生錄製了NHK的音樂電視特輯，也為日劇主題曲密集宣傳，並越洋把世足歌曲完成了混音。  
-
紐約麥迪遜廣場演出後，常被問起，五月天下一步要做什麼？ 嗯 ... 下一步，和過去15年一樣，不改初衷，緩慢前行。  
-
成軍以來，五月天就在風雨中一路走來，而有你們的陪伴，總能繼續前行。 這條路，是我們選擇的路，期望為自己，也為所有我們感激的人，走出一條更寬廣的路。
-
未到盡頭，更寬廣的路。
www.facebook.com/ashin555",,174491,2001
2014-04-10 13:41:52+00:00,211037402285285_667160200006334,"1.「世界太大了，那...就這樣吧。」
2.「世界太大了，那現在就出發吧。」
你怎麼選擇？
.
www.facebook.com/ashin555",,158966,4186
2014-04-09 13:30:39+00:00,211037402285285_666602120062142,"今天專門來蒐集晚安的。
.
「晚安。」換你說：「________。」
www.facebook.com/ashin555",,83940,426
2014-04-08 11:37:12+00:00,211037402285285_666112310111123,"和你們分享一幅街景，
內容很簡單，名叫期待。
.
www.facebook.com/ashin555",,246295,8187
2014-04-07 03:57:55+00:00,211037402285285_665530906835930,"話說美國加拿大這趟，好像飛了半輩子，旅途中一直超想吃花生冰的，回台北，第一時間自己去買，結果，你知道的...... 
.
夏天還沒到冰還沒賣。 (?°????????ω°?????????) ",五月天 阿信 shared their photo.,124220,76
2014-04-03 13:47:01+00:00,211037402285285_663953680326986,無盡的陪伴。,,170032,1898
2014-04-01 14:03:43+00:00,211037402285285_663081763747511,"Home , finally .",,120536,430
2014-03-29 07:19:20+00:00,211037402285285_735930359761466,"15年，佔了你人生多少比例？
從沒想過，我們能和你走到這裡。 
.
2014.3.29 成軍日紀念 ",五月天 阿信 shared their note.,145543,281
2014-03-28 15:17:16+00:00,211037402285285_660900823965605,"方舟即將抵達最終點，而未來依然無限遙遠， 
就讓音樂為我們說出更多。

No.81 3/28 聖荷西 | No. 82 3/29洛杉磯.成軍日
www.facebook.com/ashin555",,88236,942
2014-03-26 22:25:03+00:00,211037402285285_659695580752796,"休士頓下起大雨，你那邊是否安好？
休士頓正是向晚，你那邊是否即將天亮？
我們一切都好，請把祝福與慰問分給更需要的人。

www.facebook.com/ashin555",,112217,720
2014-03-24 18:32:02+00:00,211037402285285_657937097595311,"生命無常，
我們只有盡一己之力去彌補世界缺失的美好。

www.facebook.com/ashin555",,122910,1197
2014-03-23 06:40:03+00:00,211037402285285_657106604345027,"15週年，五月天，終於唱到紐約麥迪遜花園廣場。

我感動，但絕不讓眼淚流出眼眶！
感動是因為開心，寫下歷史的一刻！
感動是因為窩心，全場14000人讓我更相信未來！

即使紛紛擾擾，但我盡全力把我們的聲音唱響世界每個角落，如果你願意和我一起，請把我們的努力分享轉載出去！",,126390,8360
2014-03-22 07:28:56+00:00,211037402285285_656700111052343,"Imagine all the people ...
紐約凌晨03:30，麥迪遜花園廣場的前夜，失眠。 
在腦中一直唱著約翰藍儂的那首歌。

明天，就讓最初的我們，再一次的挑戰這個世界，吶喊出那些言語無法說清的一切......。

www.facebook.com/ashin555",,114491,1260
2014-03-21 15:57:43+00:00,211037402285285_656353851086969,"言語達不到的地方，就用音樂來表達吧。
我一直在這裡。: )

我不願讓你一個人
http://youtu.be/38lcQsEMGrk?hd=1",,192882,3206
2014-03-20 14:59:55+00:00,211037402285285_655869804468707,"感謝相信我的人們，對我們來說，那是此刻最珍貴的事物。我同樣感謝懷疑我的人們，那驅使我努力去做到值得你們相信。

15週年紀念將屆，一路上我不完美但從不放棄努力，也許你會偶爾懷疑我的初衷是否還在，但我能向你保證我始終是我，不會背棄我們的創作與朋友。

一切都會在未來開花結果，永遠的永遠。

www.facebook.com/ashin555",,139206,1938
2014-03-19 17:52:02+00:00,211037402285285_655506121171742,"香港排隊買票的大家辛苦了，
注意安全，小心著涼，我心與你同在。

www.facebook.com/ashin555",,73837,567
2014-03-19 03:15:50+00:00,211037402285285_655270214528666,"在多倫多的深夜中和你們說午安，
是一種微超現實的魔幻。 

www.facebook.com/ashin555",,66318,319
2014-03-18 08:51:37+00:00,211037402285285_654919821230372,"如果說每個樂團都有一個加工廠，那麼""溫哥華""就是五月天淬鍊的第一站。

1998年，四個大學生加上一個樂器行的店長，帶著樂器和夢想，來到這個溫哥華郊區的小屋，為我們打開門的人，是李宗盛的三姊。

那些日子，我們在溫哥華錄下了第一張專輯，刻下了青春的聲音與記憶。如果你聽「志明與春嬌」「擁抱」「瘋狂世界」這些歌...... 每個小節裡，你都能聽到那些日子的雀躍與悸動。

三姊照顧我們的生活起居，儘管我們是五個不知名的小伙子，眼中儘是不知天高地厚的夢想。

15年了，何其幸運，這一路有成千上萬不求回報，給我們愛與鼓勵像三姊一樣的你們呢。

.........................................................

● 1998，我們留下了一個藍色的團員 
http://blog.sina.com.cn/s/blog_4b66ade8010009fl.html",,114328,1010
2014-03-17 07:28:12+00:00,211037402285285_654400727948948,"溫哥華這裡凌晨12點半了，我該睡了，
用我的黑夜，來幫大家做白日夢吧。

有什麼夢是我可以幫你們做的嗎？",,111829,437
2014-03-15 13:03:11+00:00,211037402285285_653489114706776,"飛往第四站溫哥華，
下飛機後來看能有多少留言好嗎？: D",,150110,447
2014-03-14 14:40:54+00:00,211037402285285_653126698076351,"白色情人節快樂 (???人)?

和你們分享情人節當天 ""PNN公視新聞議題中心"" 的特別專題 (超用心)。新聞，作為熱情與現實交錯的志業，一樣需要麵包與愛，讓我們一起給所有新聞人更多鼓勵，來看看吧：

""願天下有情人多元成家""
http://pnn.pts.org.tw/main/2014/02/14/願天下有情人多元成家/

""公眾新聞平台weReport"" ＊(￣▽￣)我願捐100個100
http://www.nownews.com/n/2014/02/25/1130559",,71175,706
2014-03-13 14:09:01+00:00,211037402285285_727896443898191,"我也捐了，
 (╯▽╰)╭ ...但你能穿諾亞方舟的太空服出門嗎？

http://tw.istayreal.com/news/743",五月天 阿信 shared STAYREAL's photo.,60626,83
2014-03-12 12:59:42+00:00,211037402285285_652148841507470,"這個世界上
有沒有一個總是讓奇蹟發生的地方？

www.facebook.com/ashin555",,211096,4829
2014-03-11 12:34:34+00:00,211037402285285_651706934884994,"今天給所有需要的人一個 ______，

請留言。",,125186,2559
2014-03-09 11:58:00+00:00,211037402285285_650848284970859,"故事在2005年，我們到墾丁去工作。

我們在偶然中下了車，距離狂歡的墾丁不遠，一個漁港附近的小村莊。這裡有一個國小，一條漂亮而且安靜的街道，街旁停著一台賣菜的發財車。 

感覺有點夢幻，籠罩在安詳靜瑟的八月的傍晚的陽光中，人們在這裡低聲談笑，歲月在這裡迂迴過彎，像一個平坦的米白色沙洲。
　　 
「這台車養這個街上所有人唷！」 
有一位阿桑驕傲又滿足的指著那台發財車對我說。 車上就是鳳梨、竹筍、菜心，還有一個看來年紀很大但是很誠實的磅秤。 跟他們聊天，她們嚷著要送我一大顆鳳梨讓我帶回家台北。 
　　 
再繞繞村子，不經意看到一排小字，在一個牌子上，嗡嗡作響：「核三廠事故疏散範圍」。

-------------------------------------
 
如果我住在這裡，我會希望我是一個文盲。 但是這裡的人們，就這麼的忍受著這些文字的細響。
　　 
漁港下二十公尺，是電廠的排水口，幅射值全天候的監測著，有一個Led燈顯示著此刻水中的幅射量。
　　
當然，他從來不是鄉愿的一個零。 

-------------------------------------
　　 
回到幾百公里外的台北，大雞腿徹夜未眠，燈火通明。我們的冷氣在吹，燈在亮，電腦在運轉，吉他音箱轟隆隆的低吼著，以數百瓦的能量。那麼需要用電的我們，不禁又想起村裡的人們。 
　　
以前從來不知道有一群這樣的人們，樂天知命的住在這樣的小村莊的人們，那些甚至想要把一顆鳳梨送給我的人們。

那些我什麼也不能為他們做的人們。

-------------------------------------

這不是一篇反核的文章，只是多年前誤闖進入的一個小村莊，讓我思考至今。

也許在反對與贊成的天平兩邊，都還存有很多猶疑與懷疑，但不論你的立場，有兩件事我們一定可以有共識：）

1. 節能，從自己做起。
2. 多閱讀，多了解我們的環境。

謝謝你聽完這個故事。

五月天 阿信
https://www.facebook.com/ashin555",,211373,14921
2014-03-07 15:04:00+00:00,211037402285285_649755108413510,pm11：00 漫長的一天 =__= ，幫歐拔加油好嗎？,,91966,337
2014-03-06 21:05:50+00:00,211037402285285_724552407565928,"好吧，am5:05，
我收回克服時差不困難那句話。 

=__=",五月天 阿信 shared their photo.,85203,42
2014-03-05 12:02:13+00:00,211037402285285_648799531842401,"五月天 阿信：
是誰說這裡面有活的小動物？ (★_★)
我找不到！

www.fb.com/ashin555",,106565,2011
2014-03-04 14:08:24+00:00,211037402285285_10151990732674562,"MV裡巨象登陸的兩個經緯度位置：
（3.19N，95.5124E）、（40.4242N，74.0045W）
一個在印度洋地震震央，一個在紐約世貿中心舊址。

傷痛也許終將穿越時間撫平，
一步一步，我們終將站起，笑著繼續前進。

http://youtu.be/97axrS3Npxk?hd=1",,51546,459
2014-03-02 12:05:01+00:00,211037402285285_647496128639408,"五月天 阿信：
在我們那個年代，
男生們的青春時鐘長這樣。

www.fb.com/ashin555",,62096,491
2014-02-28 12:00:08+00:00,211037402285285_10202369610135473,"大家
不要再製作這種洩漏機密的圖片了好嗎？
(╯▽╰)/",五月天 阿信 shared 五月天 Mayday's photo.,116376,262
2014-02-26 14:29:46+00:00,211037402285285_645893055466382,"五月天 阿信：
其實有點想收到哈利波特的訊息耶！

各位哈利波特，
給荷蘭的我一些訊息吧。 ?(‧? _ ‧? ?) 招手
www.facebook.com/ashin555",,152745,2150
2014-02-25 08:35:18+00:00,211037402285285_645377972184557,"五月天 阿信
別用顯微鏡放大你的孤單。  

五月天 [洋蔥Onion] 首播
http://youtu.be/jGqpz3stgzY?hd=1",,96441,2394
2014-02-24 14:07:20+00:00,211037402285285_644939492228405,前往下一站荷蘭前還有一點時間，有人能告訴我巴黎鐵塔跟艾菲爾鐵塔，哪一個比較值得去看嗎？ ( ? _ ゝ` ),,74477,536
2014-02-23 05:36:31+00:00,211037402285285_644401588948862,"廣場已成廢墟，但將會有什麼從這裡升起？

J J x MAYDAY  [ 黑暗騎士 ]  
http://youtu.be/gvce2ywrSsI?hd=1
* 基輔市.烏克蘭 photo from The Wall Street Journal",,79526,1747
2014-02-22 11:46:46+00:00,211037402285285_644074622314892,"幫電器充電的方式很複雜，
但幫心靈充電的方式只有一種。

給等待旅行的你。 : )  
www.facebook.com/ashin555",,73460,2086
2014-02-21 04:47:05+00:00,211037402285285_643544625701225,"倫敦時間 am4:30
困難的不是克服時差，而是跨出那一步的決心。

www.facebook.com/ashin555",,138505,2450
2014-02-20 04:13:49+00:00,211037402285285_643092275746460,"倫敦 ing！
猜我們帶了什麼來？  : )

https://www.facebook.com/ashin555",,67052,477
2014-02-18 14:47:22+00:00,211037402285285_716379941716508,"對不起，今天台北天氣果然變冷了......

夢裡請你們吃炸雞
配皮球好了。",五月天 阿信 shared their post.,65036,116
2014-02-17 11:19:31+00:00,211037402285285_715836221770880,"不是，
因為你沒說2月22日台大體育館的演唱會資訊。 ●▂●
( 大家沒機會聽到你有多用力？ )",五月天 阿信 shared 八三夭阿璞's post.,50921,26
2014-02-16 03:53:29+00:00,211037402285285_715260448495124,"逛慣了大書店的熱鬧繽紛，
也讓自己體驗小書店的恬靜宜人。 : )

水牛書店/出版
www.fb.com/ShuiNiuWenHuaShiYe",五月天 阿信 shared 水牛書店 www.buffalo1966.tw's photo.,42131,44
2014-02-15 14:46:00+00:00,211037402285285_641097625945925,"哈，你是否突然發現踏進了誰的陷阱？
在情人節後一天。 : ) 

五月天 [洋蔥Onion] 首播
http://youtu.be/jGqpz3stgzY?hd=1",,81193,1294
2014-02-14 04:37:23+00:00,211037402285285_640516969337324,"給曾經配角的洋蔥人們，一個人的情人節快樂。

五月天 [洋蔥Onion] 首播
http://youtu.be/jGqpz3stgzY?hd=1",,94153,4417
2014-02-12 13:27:39+00:00,211037402285285_639806279408393,"看到一個笑話：

動物園的小猩猩生病了，躺在小窩裏病懨懨，保育員趕快打給獸醫生，請他來一趟。

沒多久，有個人站在門口，保育員問他：你就是那個「來治猩猩的你」吧？

＝_＝|||
www.facebook.com/ashin555",,79932,6053
2014-02-11 13:41:24+00:00,211037402285285_639402059448815,"五月天 阿信：
你們想看五月天用這套樂器演出嗎？
會不會太MAN了？

★3/29洛杉磯. 15週年成軍紀念日. 最終場
http://goo.gl/QeKxpW",,205469,3380
2014-02-10 01:46:01+00:00,211037402285285_638685672853787,"?ΜΑУDΑУ? 五月天 [諾亞方舟] 歐美船次：

★3/29洛杉磯. 15週年成軍紀念日. 最終場
http://goo.gl/QeKxpW

★2/21倫敦. 2/23巴黎
http://goo.gl/eO6FRB

★2/26荷蘭
http://goo.gl/sbeB35

★3/17溫哥華. 3/20多倫多
http://goo.gl/QeKxpW

★3/22紐約.3/24芝加哥.3/26休士頓.3/28 聖荷西
http://goo.gl/QeKxpW

? [詳細} 場次資訊 
www.bin-music.com.tw/events/mayday/2012concert/",五月天 阿信 updated their cover photo.,32419,299
2014-02-10 13:37:28+00:00,211037402285285_638871796168508,"五月天 阿信：
不管多麼偉大的人，都要遭受星期一的摧殘。

同意按一下讚我就知道了。
www.facebook.com/ashin555",,114400,1052
2014-02-08 19:30:07+00:00,211037402285285_638099679579053,"?????，謝謝你，首爾。
接下來歐爸們一路唱到 十 五 週 年 成 軍 日
2014.3.29 洛杉磯。

五月天 [諾亞方舟] 歐美船次：

★ 2/21倫敦＋2/23巴黎
http://goo.gl/eO6FRB

★ 2/26荷蘭
http://goo.gl/sbeB35

★ 3/17溫哥華＋3/20多倫多
http://goo.gl/QeKxpW

★ 3/22紐約＋3/24芝加哥＋3/26休士頓
★ 3/28 聖荷西＋3/29洛杉磯
http://goo.gl/QeKxpW

★ [詳細} 場次資訊 www.bin-music.com.tw/events/mayday/2012concert/",,86011,912
2014-02-07 15:17:43+00:00,211037402285285_710688998952269,"噢爸，沙拉黑油，
一包藥的到南部弄假牙，砍殺哈米大。

翻譯：__________________。

www.facebook.com/ashin555",五月天 阿信 shared 五月天 Mayday's photo.,78950,404
2014-02-06 14:51:18+00:00,211037402285285_710168349004334,"我個人的世界很小，但我們的世界應該要很大。
讓我們一起多關心我們的世界吧。 : )",五月天 阿信 shared a Page.,44378,35
2014-02-06 01:49:14+00:00,211037402285285_709914339029735,早安。 : ),五月天 阿信 shared their photo.,82685,43
2014-02-05 14:36:19+00:00,211037402285285_709662412388261,為勇敢面對開工日的自己加油。  ( ‧? .? ‧? )?,五月天 阿信 shared STAYREAL's photo.,63653,162
2014-02-04 12:39:58+00:00,211037402285285_636253673096987,"五月天 阿信：
春 節 假 期 用 完 的 感 覺。

www.facebook.com/ashin555",,98032,1553
2014-02-03 14:27:13+00:00,211037402285285_635793416476346,"五月天 阿信：
科學家數十年來研究了強核力、弱核力、電磁力，為了製作出""全世界最強的磁鐵""... 

但他們都忘了，我們每個人家裡，早都有了全世界最強的磁鐵，那就是......

（¯﹃¯）zzz www.facebook.com/ashin555",,90866,1896
2014-02-02 15:41:36+00:00,211037402285285_708105129210656,"來吧，讓我們徹底的行使我們的基本人權！

晚安。: )",五月天 阿信 shared their photo.,77388,136
2014-02-01 15:29:24+00:00,211037402285285_707587369262432,"堅持對我來說，就是 ____________。 

★",五月天 阿信 shared STAYREAL's photo.,49477,99
2014-01-31 15:04:37+00:00,211037402285285_707072402647262,"年底，突然獲得這個3D業界重視的國際獎項，但每個團員都有大小事纏身，尤其是為電影 [九號球] 密集配樂的怪獸。還好五月天一向很能分.工.合.作.，索幸派出最忙的團長大人出席（ 反正你已經不差這一項了●▂● ）。

謝謝怪獸為我們把獎帶回來，謝謝你們的投入演出讓我們贏得這個意外的獎。",五月天 阿信 shared 五月天 怪獸's photo.,65261,88
2014-01-30 16:16:01+00:00,211037402285285_634100603312294,"聽到遙遠的地方，傳來此起彼落的鞭炮聲，舊年走了，新年到了。平安幸福是一幅靜止的畫面，孩子守歲，大人瞌睡，突然又一年。

謝謝你們又一年的照顧，願我能為你們創作更多豐富人生的背景音樂，願我們互相陪伴年復一年。 : )

https://www.facebook.com/ashin555",,92426,881
2014-01-29 22:42:44+00:00,211037402285285_633774163344938,"五月天 阿信：
五月天 [諾亞方舟] 2014 即將出發：
www.bin-music.com.tw/events/mayday/2012concert/

[諾亞方舟2014票務]：
★ Live Nation英法：http://goo.gl/eO6FRB
★ Ticketmaster荷：http://goo.gl/sbeB35
★ Ticketmaster美加：http://goo.gl/QeKxpW

[線上音樂]：
★ iTunes：http://goo.gl/qmfEbo
★ Spotify：http://goo.gl/5pDCi7 
★ KKBox：http://goo.gl/mfO0Hv

[社群網站]：
★ FB：http://www.fb.com/imayday555
★ WEIBO：http://weibo.com/mayday
★ Twitter(EN)：http://twitter.com/Mayday_EN
★ Twitter(JP)：http://twitter.com/Mayday_JP

★ 宣傳小隊們，請幫我們轉發！",,52432,762
2014-01-29 10:50:58+00:00,211037402285285_633539836701704,"五月天 阿信：
再撐一天，就要放假！
你怎麼計畫假期？ 我的沙發計畫請見圖片。

www.facebook.com/ashin555",,68588,710
2014-01-27 15:40:00+00:00,211037402285285_705096879511481,"昨天說到我吃東西超大口，
有多大口？ 

●▂● 來看一下資料照片。(左下角)",五月天 阿信 shared their photo.,91836,158
2014-01-26 09:00:25+00:00,211037402285285_632214336834254,"五月天 阿信：
從小我就被說吃東西太大口，
和他比起來，其實我好像不算太大口。 ●▂●

www.facebook.com/ashin555",,102486,1467
2014-01-25 07:44:31+00:00,211037402285285_703794552975047,"好天氣最不適合寫歌，
DeadLine在眼前，心卻往OutDoor飛。

派你們替我出門去玩！",五月天 阿信 shared their photo.,88706,122
2014-01-24 14:21:54+00:00,211037402285285_703451176342718,"明天是週末，
可以為自己而飛。

逛街、補眠、打一整天的電動...，你打算怎麼飛？",五月天 阿信 shared their photo.,62003,114
2014-01-24 04:29:42+00:00,211037402285285_10152190273797429,哈哈哈，左下角海綿寶寶的表情。（＞▽＜）,五月天 阿信 shared CHOCOLABS 可口APP研究室's photo.,66214,95
2014-01-23 15:19:39+00:00,211037402285285_703030446384791,"年終了，這些年我也慢慢認識體會，生活的壓力，與生命的尊嚴，有多難平衡。出社會多年的大家，辛苦了，放寒假的同學們，辛苦了，希望大家迎來一個 ""更多希望，更少煩惱"" 的一年。

: )",五月天 阿信 shared their photo.,76944,207
2014-01-22 12:33:04+00:00,211037402285285_630580310330990,"五月天 阿信：
我嚐嚐看你是什麼味道的？

www.facebook.com/ashin555",,91271,1630
2014-01-21 14:22:55+00:00,211037402285285_630196257036062,"五月天 阿信：
狗狗：剛才誰偷打我一下？ (剛睡醒)
喵星人：(心裡OS:哼哼哼哼哼)   

別鬧了，方舟要開了 ●▂●
www.bin-music.com.tw/events/mayday/2012concert/",,72471,989
2014-01-21 04:01:39+00:00,211037402285285_629950003727354,請給我一點靈感，你們今天午餐吃什麼？  ●▂●,,94101,269
2014-01-20 09:15:35+00:00,211037402285285_701380693216433,"加油！
原來你們還唱過不插電的""姊姊""，哈。

2/22台大體育館 831 復出演唱會
https://www.facebook.com/band831tw",五月天 阿信 shared 八三夭 831's photo.,33736,40
2014-01-19 14:14:14+00:00,211037402285285_629170143805340,"五月天 阿信：
第 1 5 項 ！  ╮(╯▽╰)╭  

[諾方亞舟]英.法.荷.美.加.韓.演唱會即將啟航：
www.bin-music.com.tw/events/mayday/2012concert/",,61076,5629
2014-01-19 04:45:19+00:00,211037402285285_629002250488796,"五月天 阿信：
To see things thousands of miles away, things hidden behind walls and within rooms, things dangerous to come to, that is the purpose of life. 

這個週末，你想怎麼揮霍？ 
[諾亞方舟]英.法.荷.美.加.韓.演唱會即將啟航：
www.bin-music.com.tw/events/mayday/2012concert/",,41829,681
2014-01-15 13:08:29+00:00,211037402285285_626987837356904,"如果你還沒考完，
那這杯阿信咖啡陪你打起精神，

如果你考完了，
那......幫還沒考完的人多睡點。   (;???Д??`) /

www.facebook.com/ashin555",,152090,2836
2014-01-14 14:13:24+00:00,211037402285285_626468204075534,"五月天 阿信：
其實我的髮型也是千變萬化的，（真的 ●▂● ）
幫我選個新髮型迎接新的巡迴吧！

[諾亞方舟] 英.法.荷.美.加.韓.演唱會開船了：
www.bin-music.com.tw/events/mayday/2012concert/",,83696,828
2014-01-13 13:16:45+00:00,211037402285285_625779014144453,"五月天 阿信：
小丸子不喜歡的新髮型，
就是我2001年的舊髮型噢！（我滿喜歡的 ●▂● ）

ps. [諾亞方舟]英.法.荷.美.加.韓.演唱會開票了：
www.bin-music.com.tw/events/mayday/2012concert/",,156322,2636
2014-01-13 02:37:17+00:00,211037402285285_697258586961977,"轉眼2014年的 Just Rock It 東京＆大阪結束了，
別忘了也要來打卡噢！

StayReal Japan：
www.facebook.com/StayRealJP",五月天 阿信 shared their photo.,66826,92
2014-01-12 04:09:30+00:00,211037402285285_696727277015108,"訂正 ：OSAKA  OSAKA  OSAKA  
好了不跟你們玩了，今天TOYKO開唱噢！ 

ps. 來聽五月天＆GRAY合唱的日文單曲：
http://youtu.be/jVKlegbLCp8",五月天 阿信 shared their photo.,47412,114
2014-01-11 13:57:08+00:00,211037402285285_696435133710989,"希望你2014年大急大急，
噢不，是大吉！

你也來抽 ?(‧? _ ‧? ?)
 http://event.istayreal.com/2014kitty/",五月天 阿信 shared nAka's photo.,28954,35
2014-01-11 11:04:48+00:00,211037402285285_624438447611843,"今天OASKA五月天15週年Special Live順利！
明天前進TOKYO！ 

Mayday [ Dancin' Dancin' ] feat.TERU (GLAY)
http://youtu.be/jVKlegbLCp8",,62355,1329
2014-01-10 13:52:13+00:00,211037402285285_695987740422395,"有一天，就是今天，今天就是有一天。: ) 


邀請你支持[諾亞方舟]歐.美.加.韓.巡迴  超完整詳情：
http://www.bin-music.com.tw/events/mayday/2012concert/ 

五月天 Mayday | 相信音樂國際股份有限公司 ｜ Binmusicen",五月天 阿信 shared 相信音樂國際股份有限公司's photo.,50176,65
2014-01-07 12:16:20+00:00,211037402285285_622589181130103,"跨年演唱會後的兩三事。 ?(‧? _ ‧? ?) 

1) 這次演唱會，看到更多帶著小孩來參加的家庭組，希望小朋友們長大自己來聽演唱會的時候，我還不會太老，哈。加入五月天永遠不會太遲，是承諾，也是我的夢想。

2) 有一位市議員在議會上，向高市行政單位表示五月天演唱會太晚，影響了周邊作息。此事，我認為議員本於職責，提出不妥之處並無不當，請大家理解並給予鼓勵。五月天本來就不能因為""帶來快樂""或""促進發展""等原因而置身事外，如同不能因為發展而破壞環境。  事實上，近年我們一直在開演時間,演出長度上求得最佳平衡，甚至也改進了長短程定向喇叭的設置方式，力求對環境的最小影響。 我們會繼續努力達到平衡，謝謝大家。: )

3) 瑪莎在臉書上轉貼給我""劉克襄""老師的一篇短文：http://t.cn/8FvyXvi 。 劉克襄老師有許多融合了自然, 歷史, 繪畫, 文學的著作，淳厚動人，這次他偶然為演唱會提出了一個美麗的設想，我們都看到了。每個遙遠的耳語，都有機會變成親近的真實，這是這個玩偶伴侶時代的美麗之處。

最後，還是感謝高雄，行政機關的同仁們積極求新，在地鄉親熱情友善，永遠是這個城市無價的寶藏。 高雄 不思議",,123342,2651
2014-01-04 12:54:04+00:00,211037402285285_621172967938391,"五月天 阿信：
我人在大馬路。(?°????????ω°?????????)

三個傻瓜 [New] http://youtu.be/NbtaaTfINaM?hd=1
入陣曲 http://youtu.be/DDs5bXh4erM?hd=1
步步 http://youtu.be/97axrS3Npxk?hd=1",,221310,7051
2013-12-31 10:06:23+00:00,211037402285285_618783694843985,"五月天 阿信：
「但，我從來不曾懷疑，我感覺到身旁總有一個沉穩而巨大的好友，陪伴著我的每一步。... 」

昨夜，我也拿到五月天15年紀念自選輯了，戴上耳機，一口氣聽完A-side與B-side共30首曲子，最貼近的形容是...像掉進了大雄書桌的時光抽屜。我看到每個時期的我們五個人，青澀的, 瘋狂的, 快樂的, 掙扎的...。 

回首來時，步步艱辛，但，我從來不曾懷疑，因為我感覺到身旁總有一個沉穩, 巨大, 善良的好友，陪伴著我的每一步。

謝謝你，這一路上。

別再問我大象代表什麼了。: )

步步 http://youtu.be/97axrS3Npxk?hd=1
入陣曲 http://youtu.be/DDs5bXh4erM?hd=1",,162451,2357
2013-12-30 17:54:23+00:00,211037402285285_618496378206050,"五月天 阿信：
彩排結束，趁著夜色來 StayReal 高雄打卡，
今晚高雄夢時代＆世運主場館  一起迎向13-14。

www.facebook.com/iSTAYREAL",,130676,1027
2013-12-29 14:34:02+00:00,211037402285285_617999378255750,"晚安，
祝大家一夜好眠，迎接新的一週。 : )

www.facebook.com/ashin555",五月天 阿信 shared CHOCOLABS 可口APP研究室's photo.,87668,82
2013-12-28 15:43:36+00:00,211037402285285_617552288300459,"一直是你，與我同行，每一步。

http://youtu.be/97axrS3Npxk?hd=1",,89666,1457
